ID,Married,Gender,Age,Graduate,Profession,Years_of_Working ,Spending_Score,Family_Members,Category,Class(Target)
2516,0,0,35,1,Engineer,1,Average,2,Cat_6,C
2517,1,1,30,1,Doctor,1,Low,1,Cat_3,B
2518,1,0,50,1,Artist,0,Low,2,Cat_6,D
2519,1,0,60,1,Entertainment,1,Low,1,Cat_6,D
2520,0,0,42,1,Artist,nan,Low,2,Cat_6,D
2521,1,0,62,1,Entertainment,9,Average,2,Cat_6,D
2522,0,0,36,1,Artist,4,High,7,Cat_6,D
2523,1,0,41,1,Artist,0,Average,4,Cat_4,D
2524,1,0,50,1,Healthcare,nan,Low,2,Cat_6,A
2525,0,1,30,0,Entertainment,0,Low,3,Cat_6,A
2526,0,0,32,0,Engineer,5,Low,3,Cat_1,C
2527,1,1,19,0,Healthcare,0,Low,3,Cat_2,A
2528,1,1,32,1,Engineer,0,Low,3,Cat_4,B
2529,1,1,21,0,Healthcare,0,Low,5,Cat_6,A
2530,0,1,40,1,Artist,3,Low,1,Cat_6,C
2531,0,0,88,1,Lawyer,1,High,2,Cat_6,C
2532,1,1,42,1,Marketing,0,Low,1,Cat_6,C
2533,1,1,22,0,Healthcare,0,Low,4,Cat_6,A
2534,0,0,62,1,Artist,9,Average,5,Cat_2,B
2535,0,0,25,0,Marketing,0,High,5,Cat_4,A
2536,1,0,59,1,Artist,0,Average,6,Cat_4,B
2537,0,0,43,0,Engineer,nan,Average,nan,Cat_4,B
2538,1,0,49,1,Artist,1,Average,4,Cat_2,C
2539,1,1,26,0,Doctor,8,Low,1,Cat_3,A
2540,0,0,37,1,Engineer,0,High,2,Cat_6,C
2541,0,1,38,1,Artist,1,Low,1,Cat_6,D
2542,0,1,37,1,Artist,9,Low,1,Cat_2,C
2543,0,0,40,1,Artist,5,High,5,nan,B
2544,0,1,38,0,Artist,2,Low,2,Cat_6,B
2545,1,0,39,1,Executive,nan,High,4,Cat_4,B
2546,0,nan,20,0,Marketing,0,High,2,Cat_3,C
2547,0,0,43,1,Artist,0,Average,2,Cat_6,C
2548,0,0,66,1,Artist,4,Low,2,Cat_6,C
2549,0,0,60,1,Artist,1,Average,2,Cat_6,D
2550,1,1,25,0,Homemaker,nan,Low,2,Cat_4,C
2551,1,0,60,1,Artist,1,Average,2,Cat_6,D
2552,0,1,23,0,Healthcare,0,Low,4,nan,A
2553,1,0,42,1,Artist,1,Average,3,Cat_6,D
2554,1,0,36,1,Executive,9,Average,3,Cat_6,B
2555,1,0,45,1,Executive,4,High,3,Cat_6,C
2556,0,1,20,0,nan,nan,Low,2,Cat_6,A
2557,0,1,30,0,Engineer,0,Low,1,nan,B
2558,1,0,40,0,Engineer,14,Average,5,Cat_4,C
2559,1,0,37,1,Entertainment,nan,Average,2,Cat_4,A
2560,1,1,39,1,Artist,1,Low,2,Cat_6,C
2561,0,0,86,1,Lawyer,0,High,2,Cat_6,B
2562,0,0,82,1,Lawyer,1,High,2,Cat_6,C
2563,1,1,22,0,Healthcare,0,Low,8,Cat_6,C
2564,1,0,66,1,Artist,0,Low,1,Cat_4,A
2565,1,1,21,0,Healthcare,0,Low,2,Cat_3,A
2566,0,1,32,1,Artist,1,Low,2,Cat_5,A
2567,0,0,43,1,Artist,0,Low,1,Cat_6,C
2568,1,0,59,1,Artist,0,Low,2,Cat_6,C
2569,0,0,45,1,Artist,0,Average,5,Cat_6,B
2570,0,0,71,1,Entertainment,0,Low,nan,Cat_6,C
2571,1,0,51,1,nan,1,Low,2,Cat_6,A
2572,1,1,46,1,Artist,1,Low,2,Cat_6,D
2573,0,1,46,1,Artist,9,Low,1,Cat_6,B
2574,1,0,30,1,Healthcare,nan,Low,6,Cat_6,C
2575,0,1,42,1,Homemaker,7,Low,1,Cat_6,C
2576,1,0,47,1,Artist,7,Average,2,Cat_6,C
2577,1,0,36,0,Entertainment,nan,Low,2,Cat_6,C
2578,0,0,56,0,Lawyer,1,High,4,Cat_4,B
2579,0,0,45,0,Doctor,1,Low,1,Cat_6,C
2580,0,1,42,1,Homemaker,nan,Low,1,Cat_6,C
2581,0,1,21,1,Healthcare,0,Low,4,Cat_1,A
2582,1,1,20,0,Healthcare,1,Low,6,Cat_4,A
2583,1,0,35,1,Artist,1,Average,3,Cat_6,B
2584,0,0,39,1,Engineer,1,Low,1,Cat_3,C
2585,0,0,63,1,Artist,0,Average,2,Cat_6,A
2586,1,0,48,0,Executive,1,Average,4,Cat_6,C
2587,0,0,42,0,Entertainment,1,Low,6,Cat_3,A
2588,0,1,43,0,Marketing,0,Low,2,Cat_4,A
2589,0,nan,28,0,Engineer,0,Low,4,Cat_6,C
2590,1,0,80,1,Lawyer,0,Low,1,Cat_6,A
2591,0,1,32,0,Doctor,0,Low,5,Cat_4,A
2592,0,0,26,0,Homemaker,nan,Low,4,Cat_6,A
2593,0,0,48,0,Engineer,1,Average,5,Cat_3,B
2594,1,0,30,0,Homemaker,8,Average,2,Cat_6,D
2595,1,0,63,0,Artist,5,Average,2,Cat_6,D
2596,0,0,35,nan,nan,8,Average,4,Cat_4,C
2597,0,0,58,0,Lawyer,0,High,4,Cat_6,D
2598,1,0,66,1,Artist,1,Average,2,Cat_6,B
2599,1,0,50,1,Doctor,0,Average,8,Cat_6,D
2600,0,1,37,1,Entertainment,0,Low,1,Cat_6,C
2601,1,0,36,1,Entertainment,9,Low,4,Cat_6,C
2602,0,0,52,1,Artist,2,Average,4,Cat_6,D
2603,1,0,36,1,Executive,nan,High,4,Cat_6,B
2604,0,1,28,0,Healthcare,1,Low,3,Cat_6,A
2605,1,1,29,1,Healthcare,3,Low,3,Cat_4,A
2606,0,0,45,1,Artist,0,Average,2,Cat_6,D
2607,1,0,36,0,Engineer,nan,Average,nan,Cat_3,A
2608,1,0,65,1,Artist,1,Low,2,Cat_6,C
2609,0,0,50,1,Artist,0,Average,9,Cat_6,D
2610,1,0,35,1,nan,nan,High,2,Cat_3,D
2611,1,1,32,0,Healthcare,7,Low,5,Cat_3,A
2612,1,1,32,0,Doctor,3,Low,3,Cat_7,A
2613,0,0,53,1,Artist,1,Average,2,Cat_4,D
2614,1,1,40,1,Artist,5,Low,2,Cat_6,C
2615,1,0,76,0,Lawyer,0,Low,1,Cat_6,C
2616,0,0,26,0,Entertainment,1,Average,2,Cat_4,C
2617,1,0,85,1,Lawyer,0,Low,3,Cat_6,D
2618,1,1,39,1,Artist,0,Low,1,Cat_6,D
2619,1,1,29,1,Healthcare,9,Low,6,Cat_6,A
2620,0,1,39,1,Healthcare,9,Low,1,Cat_6,A
2621,1,0,38,0,Doctor,0,High,4,Cat_6,A
2622,1,1,20,0,Healthcare,1,Low,3,Cat_6,A
2623,1,1,41,0,Doctor,0,Low,3,Cat_4,B
2624,1,0,47,1,Executive,9,Low,nan,Cat_6,B
2625,1,0,55,1,Artist,1,Low,1,Cat_3,B
2626,0,1,37,1,Artist,9,Low,1,Cat_6,C
2627,1,1,26,0,Healthcare,nan,Low,nan,Cat_5,A
2628,0,1,22,0,Doctor,1,Low,4,Cat_7,B
2629,0,0,50,1,Artist,8,Average,2,Cat_6,B
2630,1,0,63,1,Homemaker,8,Average,3,Cat_6,B
2631,0,0,50,1,Artist,1,Average,5,Cat_4,D
2632,1,1,23,0,Healthcare,1,Low,4,Cat_6,A
2633,1,0,37,1,Healthcare,1,High,4,Cat_6,B
2634,0,1,27,0,Homemaker,14,Low,1,Cat_6,A
2635,1,1,33,1,Entertainment,1,Low,1,Cat_6,C
2636,1,0,50,1,Artist,8,Average,2,Cat_6,D
2637,1,1,48,1,Artist,1,Low,1,Cat_6,B
2638,1,0,43,0,Marketing,3,High,4,Cat_4,C
2639,0,0,50,1,Doctor,0,Low,3,Cat_6,D
2640,1,0,43,1,Entertainment,0,Average,4,Cat_6,D
2641,1,0,50,1,Artist,0,Low,2,Cat_6,B
2642,1,1,26,1,Executive,9,Low,4,Cat_6,A
2643,1,0,51,1,Engineer,1,Low,2,Cat_6,B
2644,0,0,68,1,Artist,1,Low,1,Cat_4,B
2645,1,1,25,1,Artist,1,Low,5,Cat_6,A
2646,0,0,55,1,Artist,2,Average,3,Cat_6,D
2647,1,1,20,0,Healthcare,1,Low,3,Cat_3,C
2648,1,1,20,0,Healthcare,8,Low,5,Cat_6,A
2649,0,0,37,1,Entertainment,6,Average,3,Cat_4,C
2650,0,1,31,1,Artist,13,Low,2,Cat_6,B
2651,1,1,45,1,Artist,0,Low,2,Cat_6,C
2652,1,0,28,0,Executive,0,Average,3,Cat_6,A
2653,0,1,31,1,Engineer,0,Low,1,Cat_4,C
2654,1,0,45,1,Artist,0,Average,4,Cat_6,B
2655,1,0,68,1,Artist,0,High,2,Cat_6,B
2656,0,0,48,1,Marketing,9,Low,1,Cat_6,A
2657,1,0,42,1,Artist,0,Average,2,Cat_6,D
2658,0,1,23,0,Healthcare,4,Low,3,Cat_6,A
2659,0,1,33,0,Healthcare,0,Low,5,Cat_1,A
2660,1,1,26,1,Healthcare,5,Low,5,Cat_6,A
2661,1,0,26,1,Marketing,0,Low,2,Cat_3,A
2662,1,0,49,1,Entertainment,1,Average,2,Cat_6,B
2663,1,1,50,1,Artist,0,Low,2,Cat_6,C
2664,1,0,45,0,Executive,10,High,3,Cat_6,D
2665,1,0,26,0,Entertainment,2,Low,4,Cat_3,C
2666,0,0,56,1,Artist,0,Average,5,Cat_6,B
2667,1,0,29,0,Executive,1,High,3,Cat_6,A
2668,0,1,27,0,Homemaker,8,Low,1,Cat_6,A
2669,1,0,41,0,Artist,1,Average,6,Cat_6,B
2670,0,0,41,1,Artist,1,Average,2,Cat_6,A
2671,1,1,27,0,Healthcare,1,Low,4,Cat_6,A
2672,1,1,22,0,Healthcare,0,Low,nan,Cat_4,A
2673,0,1,40,1,Artist,nan,Low,1,Cat_2,C
2674,0,0,38,1,Artist,6,Average,2,Cat_6,C
2675,0,0,45,1,Artist,0,Low,1,Cat_3,B
2676,1,0,67,0,Lawyer,1,Low,1,Cat_6,B
2677,0,0,63,1,Artist,7,Average,3,Cat_6,D
2678,1,0,70,0,Lawyer,0,High,2,Cat_3,D
2679,0,1,42,1,Artist,7,Low,3,Cat_6,D
2680,1,0,45,1,Healthcare,0,Low,2,Cat_6,C
2681,0,0,41,1,Artist,1,Average,3,Cat_6,B
2682,1,0,31,0,Doctor,8,Low,2,Cat_2,C
2683,0,0,30,1,Healthcare,0,Average,4,Cat_6,A
2684,1,0,31,0,Executive,9,Average,2,Cat_6,C
2685,0,0,67,1,Lawyer,1,Low,1,Cat_4,C
2686,1,0,57,1,Artist,0,Low,1,Cat_3,C
2687,0,0,29,1,Healthcare,1,Low,2,Cat_6,A
2688,0,1,38,1,Artist,8,Low,2,Cat_3,B
2689,0,0,51,1,Marketing,9,Low,1,Cat_6,C
2690,1,1,47,1,Engineer,0,Low,3,Cat_6,C
2691,1,0,60,1,Executive,0,High,4,Cat_6,B
2692,0,0,38,1,Homemaker,0,Low,2,Cat_4,C
2693,1,0,87,0,Executive,1,Low,2,Cat_6,C
2694,0,1,37,1,Healthcare,1,Low,1,Cat_6,B
2695,1,0,53,1,Entertainment,4,Low,2,Cat_2,C
2696,0,1,65,1,Artist,0,Low,2,Cat_2,D
2697,1,1,29,1,Entertainment,9,Low,3,Cat_6,A
2698,0,0,41,1,Artist,5,High,3,Cat_5,B
2699,0,0,86,1,Lawyer,0,High,2,Cat_6,D
2700,0,0,48,1,Artist,0,Average,5,Cat_7,D
2701,1,0,30,0,Artist,nan,Average,3,Cat_6,B
2702,1,0,33,0,Healthcare,8,Average,3,Cat_6,D
2703,0,0,26,1,Artist,12,Average,2,Cat_6,B
2704,0,1,39,1,Artist,1,Low,3,Cat_6,C
2705,1,0,35,0,Artist,6,Average,5,Cat_6,D
2706,0,1,46,1,Engineer,1,Low,1,Cat_6,A
2707,1,1,29,0,Entertainment,1,Low,4,Cat_4,D
2708,1,0,83,0,Lawyer,nan,High,2,Cat_6,B
2709,1,0,41,nan,Executive,6,High,2,Cat_3,C
2710,0,1,38,1,Entertainment,0,Low,1,Cat_6,C
2711,1,0,51,1,Artist,nan,Low,2,Cat_6,B
2712,1,1,19,0,Marketing,2,Low,4,Cat_6,D
2713,1,0,66,1,Marketing,1,High,2,Cat_6,B
2714,1,0,52,1,Artist,7,Average,4,Cat_6,B
2715,1,1,25,0,Engineer,9,Low,2,Cat_3,A
2716,0,1,23,0,Marketing,nan,Low,4,Cat_3,C
2717,0,1,28,0,Artist,5,Low,5,Cat_3,D
2718,1,1,18,0,Healthcare,9,Low,3,Cat_6,A
2719,1,0,39,1,Executive,3,High,3,Cat_6,B
2720,1,0,51,1,Artist,1,Low,3,Cat_6,D
2721,1,1,30,1,Healthcare,6,Low,4,Cat_2,A
2722,1,1,22,0,Healthcare,0,Low,4,Cat_2,A
2723,1,1,20,0,Healthcare,nan,Low,4,Cat_6,A
2724,0,0,48,1,Artist,1,High,4,nan,B
2725,1,1,19,0,Healthcare,1,Low,4,Cat_2,A
2726,0,0,48,1,Marketing,8,Low,nan,Cat_6,D
2727,1,0,61,1,Artist,1,Average,5,Cat_4,B
2728,1,nan,28,0,Entertainment,nan,Low,2,Cat_6,B
2729,1,0,68,0,Executive,1,High,2,Cat_6,C
2730,1,0,29,0,Executive,nan,High,3,Cat_6,A
2731,0,1,35,1,Engineer,4,Low,1,Cat_6,C
2732,1,1,26,1,Doctor,13,Low,3,Cat_6,A
2733,0,0,45,1,Artist,1,Average,4,Cat_6,D
2734,1,1,18,0,Healthcare,nan,Low,nan,Cat_3,A
2735,0,1,25,0,Engineer,1,Low,1,Cat_6,C
2736,1,0,40,1,nan,3,Low,1,Cat_6,A
2737,0,0,56,1,Homemaker,5,Low,1,Cat_6,D
2738,1,1,41,1,Artist,0,Low,2,Cat_3,B
2739,0,1,26,1,Healthcare,0,Low,4,Cat_2,C
2740,1,0,89,1,Executive,3,Low,3,Cat_6,C
2741,0,1,46,1,Marketing,0,Low,nan,Cat_6,A
2742,1,1,38,1,Marketing,3,Low,nan,Cat_6,A
2743,1,0,57,1,Doctor,0,Average,4,Cat_6,D
2744,1,0,48,0,nan,1,Average,4,Cat_4,C
2745,1,0,69,1,Artist,1,Low,2,Cat_6,B
2746,1,0,38,1,Executive,0,High,6,Cat_6,C
2747,0,0,66,1,Artist,0,Average,2,Cat_6,D
2748,1,0,35,1,Executive,0,High,4,Cat_6,C
2749,0,0,45,1,Artist,1,Average,4,Cat_4,B
2750,1,0,45,0,Executive,3,High,4,Cat_4,A
2751,0,1,18,0,Healthcare,1,Low,5,Cat_6,C
2752,0,0,73,1,Lawyer,1,High,2,Cat_6,B
2753,0,0,37,1,Artist,4,Average,2,Cat_2,D
2754,0,0,49,0,Engineer,nan,Average,5,Cat_4,C
2755,1,1,46,1,Entertainment,1,Low,1,Cat_6,C
2756,0,1,32,0,Healthcare,0,Low,4,Cat_3,D
2757,0,1,56,1,Entertainment,1,Low,1,Cat_6,D
2758,1,0,83,0,Lawyer,0,Low,1,Cat_6,A
2759,1,1,33,1,Artist,nan,Low,2,Cat_6,C
2760,1,0,35,1,Artist,1,High,2,Cat_6,C
2761,0,1,27,1,Healthcare,0,Low,4,Cat_6,B
2762,0,0,28,1,Artist,0,Low,1,Cat_5,C
2763,0,1,43,1,Doctor,3,Low,1,Cat_2,C
2764,1,0,68,0,Executive,nan,High,3,Cat_7,B
2765,0,0,53,1,Artist,1,Average,2,Cat_7,A
2766,1,1,32,1,Doctor,0,Low,4,Cat_3,A
2767,0,0,49,1,Artist,9,Low,2,Cat_6,B
2768,1,0,37,0,Entertainment,1,Low,2,Cat_6,C
2769,0,0,45,1,Artist,nan,High,5,Cat_6,D
2770,0,0,42,1,Engineer,nan,Average,5,Cat_3,D
2771,0,1,40,1,Artist,0,Low,1,Cat_6,B
2772,1,0,73,1,Healthcare,1,Average,3,Cat_6,D
2773,0,1,50,1,Artist,6,Low,1,Cat_6,B
2774,0,0,50,1,Artist,1,High,8,Cat_6,B
2775,1,0,55,1,Artist,2,Low,1,Cat_6,B
2776,1,0,36,1,Artist,4,Average,2,Cat_7,B
2777,1,1,43,1,Artist,0,Low,1,Cat_3,C
2778,1,0,85,0,Executive,1,Low,2,Cat_6,C
2779,1,0,30,0,Marketing,2,High,5,Cat_4,B
2780,0,0,60,1,Artist,1,Average,5,Cat_6,D
2781,1,1,42,1,Artist,1,Low,1,Cat_6,B
2782,1,1,22,0,Healthcare,8,Low,4,Cat_6,A
2783,0,0,55,1,Engineer,1,Average,3,Cat_3,B
2784,1,1,36,1,Artist,nan,Low,2,Cat_2,B
2785,1,0,56,1,Marketing,0,Low,3,Cat_6,C
2786,1,1,22,0,Healthcare,1,Low,2,Cat_6,A
2787,1,0,59,1,Artist,0,Low,1,Cat_6,B
2788,0,1,40,1,Artist,0,Low,1,Cat_6,C
2789,0,1,36,1,Artist,1,Low,1,Cat_4,B
2790,0,0,36,1,Entertainment,1,Low,2,Cat_3,C
2791,1,0,39,0,Entertainment,1,Average,4,Cat_4,B
2792,0,1,26,1,Healthcare,10,Low,1,Cat_6,A
2793,1,0,36,0,Doctor,0,Average,2,Cat_7,C
2794,0,1,52,0,Artist,5,Low,1,Cat_6,D
2795,0,1,48,1,Artist,4,Low,1,Cat_6,D
2796,1,1,28,1,Artist,0,Low,4,Cat_7,D
2797,1,0,80,1,Lawyer,1,Low,2,Cat_3,A
2798,0,1,88,1,Lawyer,0,Low,1,Cat_6,B
2799,1,0,42,1,Entertainment,nan,Average,2,Cat_6,D
2800,1,0,29,0,Executive,0,Average,2,nan,A
2801,1,0,79,1,Marketing,0,High,2,Cat_6,A
2802,0,0,29,0,Doctor,0,Average,2,Cat_7,B
2803,1,0,59,1,Entertainment,0,Average,2,Cat_6,B
2804,0,0,46,1,nan,0,Low,2,Cat_6,D
2805,0,1,42,1,Homemaker,10,Low,1,Cat_6,C
2806,0,0,37,1,Artist,5,High,3,Cat_6,D
2807,0,0,57,0,Engineer,0,Low,1,Cat_6,B
2808,0,0,51,1,Artist,nan,Low,2,Cat_6,D
2809,1,1,41,1,Artist,4,Low,3,Cat_6,A
2810,0,1,23,0,Marketing,0,Low,4,Cat_6,A
2811,1,0,35,1,Entertainment,11,Low,6,Cat_6,C
2812,1,0,26,1,Engineer,8,Average,2,Cat_3,A
2813,1,1,18,0,Healthcare,5,Low,4,Cat_2,A
2814,1,1,37,1,Entertainment,1,Low,1,Cat_6,A
2815,0,0,50,1,Artist,1,Low,1,Cat_6,D
2816,1,1,28,0,Healthcare,0,Low,4,Cat_2,D
2817,1,0,68,1,Executive,0,High,2,Cat_6,D
2818,1,1,27,0,Healthcare,1,Low,3,Cat_6,A
2819,0,1,37,0,Artist,1,Low,1,Cat_6,B
2820,0,1,30,0,Doctor,1,Low,3,Cat_2,A
2821,1,0,88,1,Artist,0,High,2,Cat_6,D
2822,0,1,43,nan,Entertainment,nan,Low,1,Cat_6,B
2823,1,0,56,1,Executive,0,High,4,Cat_6,B
2824,1,1,31,1,Healthcare,14,Low,4,Cat_6,B
2825,0,0,43,1,Homemaker,8,High,2,Cat_6,C
2826,1,1,45,1,nan,1,Low,1,Cat_4,B
2827,0,1,38,1,Healthcare,0,Low,4,Cat_6,C
2828,0,1,33,1,Healthcare,1,Low,3,Cat_6,A
2829,1,1,27,1,Artist,1,Low,3,Cat_6,B
2830,1,1,41,1,Doctor,0,Low,1,Cat_6,C
2831,1,0,43,0,nan,1,Average,2,Cat_3,D
2832,0,0,82,1,Lawyer,0,High,2,Cat_6,B
2833,1,0,62,1,nan,0,Average,3,Cat_6,B
2834,0,0,41,1,Artist,0,Average,2,Cat_6,D
2835,1,0,60,1,Artist,1,Low,1,Cat_3,C
2836,0,1,41,0,Marketing,9,Low,3,Cat_3,B
2837,1,0,57,1,Artist,0,Low,1,Cat_6,D
2838,1,0,36,0,Artist,nan,Average,3,Cat_6,B
2839,0,0,38,1,Artist,5,Average,2,Cat_6,D
2840,1,1,27,1,Healthcare,nan,Low,1,Cat_6,B
2841,0,0,26,1,Healthcare,8,Low,2,Cat_3,A
2842,0,0,35,1,Artist,0,Average,2,Cat_6,B
2843,1,0,53,0,Engineer,0,Average,6,Cat_4,C
2844,0,0,89,1,Lawyer,0,High,2,Cat_6,C
2845,1,0,36,0,Healthcare,1,Low,2,Cat_3,C
2846,0,1,22,0,Healthcare,0,Low,5,Cat_4,A
2847,0,1,27,1,Artist,0,Low,8,Cat_2,C
2848,1,0,60,0,Entertainment,1,Low,2,Cat_6,B
2849,1,0,50,1,Artist,1,Average,3,Cat_6,D
2850,0,0,43,1,Artist,2,Average,2,Cat_6,D
2851,1,0,35,1,Artist,9,Low,1,Cat_6,C
2852,1,0,51,1,Artist,2,Low,2,Cat_6,C
2853,0,0,33,0,Artist,6,Average,2,Cat_6,D
2854,1,1,19,0,Healthcare,nan,Low,4,Cat_6,A
2855,0,1,23,0,Healthcare,nan,Low,4,Cat_6,A
2856,0,0,67,1,Doctor,0,Low,1,Cat_4,C
2857,0,0,68,0,Engineer,0,Low,1,Cat_4,C
2858,1,0,63,1,Artist,0,Average,nan,Cat_6,B
2859,0,1,41,1,Artist,8,Low,2,Cat_6,C
2860,1,1,18,0,Healthcare,2,Low,5,Cat_6,A
2861,0,1,20,0,Healthcare,2,Low,3,Cat_4,A
2862,1,1,32,1,Doctor,4,Low,5,Cat_6,A
2863,1,0,37,1,Doctor,nan,Low,2,Cat_6,A
2864,0,1,25,0,Doctor,nan,Low,4,Cat_4,C
2865,0,1,33,1,Engineer,nan,Low,2,Cat_4,A
2866,1,0,26,0,Entertainment,nan,High,6,Cat_4,A
2867,1,1,29,0,Healthcare,9,Low,4,Cat_6,B
2868,1,1,31,1,Healthcare,0,Low,4,Cat_6,A
2869,1,1,38,1,Artist,0,Low,1,Cat_3,B
2870,1,0,52,1,Executive,1,High,4,Cat_6,D
2871,0,1,18,0,Healthcare,6,Low,3,Cat_6,A
2872,1,0,45,1,Artist,1,Average,4,Cat_3,D
2873,0,0,56,1,Artist,0,Low,1,Cat_6,B
2874,0,0,39,1,Homemaker,nan,Low,1,Cat_3,C
2875,1,1,22,0,nan,nan,Low,6,Cat_1,A
2876,0,0,55,1,Artist,1,Low,2,Cat_6,D
2877,0,0,50,1,Artist,1,Average,3,Cat_6,D
2878,0,1,46,1,Engineer,0,Low,1,Cat_6,A
2879,0,0,70,1,Doctor,1,Average,2,Cat_6,D
2880,0,1,32,1,Healthcare,9,Low,3,Cat_6,A
2881,1,1,18,0,Healthcare,1,Low,5,Cat_4,A
2882,1,0,39,1,Executive,0,High,6,Cat_6,D
2883,0,1,25,1,Marketing,2,Low,nan,Cat_4,C
2884,1,0,68,1,Artist,0,High,2,Cat_6,B
2885,1,0,72,0,Executive,2,High,7,Cat_4,C
2886,1,0,67,1,Homemaker,1,Average,2,Cat_2,B
2887,1,0,62,1,Artist,0,Low,1,Cat_6,B
2888,1,0,49,1,Executive,1,High,5,Cat_5,D
2889,0,0,41,0,Entertainment,4,Average,4,Cat_4,C
2890,0,1,29,0,Engineer,1,Low,3,Cat_6,B
2891,0,0,33,0,Engineer,7,Average,5,Cat_4,B
2892,0,0,26,0,Engineer,6,Low,2,Cat_3,A
2893,1,0,58,nan,Artist,1,Average,2,Cat_6,B
2894,1,1,36,1,Entertainment,1,Low,2,Cat_6,C
2895,0,0,27,1,Engineer,1,Low,2,Cat_6,A
2896,1,0,46,1,Entertainment,0,Average,3,Cat_4,B
2897,0,1,18,0,Healthcare,7,Low,3,Cat_6,A
2898,1,0,58,1,Artist,9,Average,4,Cat_6,D
2899,1,1,35,1,Artist,0,Low,2,Cat_4,C
2900,0,0,72,1,Lawyer,1,High,2,Cat_6,C
2901,1,0,39,1,Artist,0,Low,2,Cat_6,D
2902,1,0,28,1,Healthcare,1,Low,2,Cat_6,D
2903,1,1,38,1,Doctor,4,Low,1,Cat_2,B
2904,0,0,71,1,Lawyer,1,Low,1,Cat_3,C
2905,1,0,31,0,Doctor,nan,Average,2,Cat_6,A
2906,0,0,70,1,Artist,0,High,2,Cat_6,D
2907,0,0,55,1,Engineer,1,Low,1,Cat_3,C
2908,1,0,40,1,Executive,nan,High,5,Cat_6,B
2909,0,1,41,1,Artist,10,Low,1,Cat_6,B
2910,1,0,61,0,Engineer,0,Low,4,Cat_6,A
2911,0,1,40,1,Homemaker,13,Low,1,Cat_3,C
2912,1,1,20,0,Healthcare,1,Low,5,Cat_6,C
2913,0,0,61,0,Marketing,nan,Average,nan,Cat_6,A
2914,1,1,51,0,Marketing,9,Low,1,Cat_6,C
2915,1,0,37,1,Artist,0,Low,2,Cat_6,D
2916,0,0,50,1,Artist,1,High,5,Cat_6,A
2917,0,0,49,1,Artist,0,Low,1,Cat_6,D
2918,0,1,28,0,Doctor,3,Low,4,Cat_6,C
2919,1,1,23,0,Healthcare,1,Low,4,Cat_4,A
2920,1,0,45,1,Artist,1,Average,2,Cat_6,B
2921,1,1,25,0,Doctor,2,Low,nan,Cat_4,A
2922,1,0,83,0,Lawyer,0,High,3,Cat_3,A
2923,0,1,72,1,Lawyer,0,Low,nan,Cat_6,B
2924,1,0,52,1,Doctor,4,Average,3,Cat_6,C
2925,1,1,33,0,Healthcare,1,Low,3,Cat_6,D
2926,1,0,66,1,Lawyer,1,High,2,Cat_6,D
2927,1,0,48,1,Homemaker,9,Low,1,Cat_3,D
2928,1,0,87,0,Lawyer,1,Low,1,Cat_4,D
2929,0,1,37,1,Engineer,1,Low,1,Cat_6,D
2930,0,nan,49,1,Entertainment,0,High,1,Cat_6,C
2931,0,0,40,1,Engineer,1,Average,6,Cat_4,B
2932,0,1,26,0,Engineer,nan,Low,4,Cat_4,C
2933,1,1,32,0,Doctor,2,Low,2,Cat_6,A
2934,1,0,22,0,Doctor,1,Low,4,Cat_6,C
2935,1,0,87,0,Lawyer,0,Low,1,nan,C
2936,0,1,33,1,Doctor,0,Low,4,Cat_6,D
2937,1,0,39,1,Healthcare,11,Average,2,Cat_6,B
2938,1,0,39,1,Entertainment,9,Low,2,Cat_6,C
2939,1,1,28,1,Artist,9,Low,3,Cat_6,A
2940,0,0,40,1,Artist,9,Low,2,Cat_6,D
2941,0,1,35,1,Engineer,2,Low,1,Cat_7,B
2942,1,1,33,0,nan,5,Low,3,Cat_5,A
2943,1,1,25,1,Doctor,0,Low,1,Cat_3,C
2944,0,1,46,1,Engineer,1,Low,2,Cat_7,A
2945,0,1,40,0,Healthcare,8,Low,3,Cat_3,A
2946,0,nan,29,0,Healthcare,1,Low,4,Cat_6,D
2947,1,1,26,1,Doctor,4,Low,3,Cat_2,C
2948,0,1,35,0,nan,nan,Low,nan,Cat_7,C
2949,0,1,42,0,Artist,2,Low,2,Cat_6,C
2950,0,0,38,1,Engineer,0,Average,2,Cat_6,B
2951,0,1,30,1,Entertainment,0,Low,4,Cat_6,B
2952,1,1,32,0,Doctor,5,Low,1,Cat_7,A
2953,0,1,53,1,Engineer,nan,Low,1,Cat_6,B
2954,0,0,70,1,Lawyer,0,Low,1,Cat_6,B
2955,1,0,41,0,Executive,5,High,3,Cat_4,A
2956,0,1,49,1,Homemaker,0,Low,nan,Cat_6,D
2957,0,0,51,1,Artist,0,Low,1,Cat_4,B
2958,0,1,35,1,Artist,9,Low,1,Cat_6,C
2959,0,1,19,0,Marketing,1,Low,4,Cat_6,A
2960,0,1,31,1,Healthcare,8,Low,5,Cat_6,A
2961,0,0,49,0,Artist,5,Low,5,Cat_6,A
2962,0,1,43,1,Artist,1,Low,1,Cat_6,C
2963,0,0,60,1,Artist,0,High,2,Cat_3,D
2964,1,0,36,1,Executive,nan,High,4,Cat_6,B
2965,1,1,38,1,Artist,1,Low,3,Cat_7,D
2966,1,0,43,0,Executive,1,Low,4,Cat_6,C
